order_id,tenant,flow,sender,hub,dispatch_pool,vehicle_type,start_time,end_time,title,route_description,tags,overview,content,type,start,end,service_fee,start_task_validation,end_task_validation,status_group
8086266,390,20,kF1,W70nc,80,w,2020-01-22 07:19:23.645071,2020-01-22 08:01:47.296765,zAH,d1ry,ndgp,Fl5,T,hfU,Yarrawonga Road,Smith Street,1.01,u,d1ry,2
5975981,390,20,kF1,W70nc,80,w,2020-01-22 07:19:23.645071,2020-01-22 08:01:47.296765,T,d1ry,ndgp,Fl5,T,hfU,Yarrawonga Road,Smith Street,1.01,u,d1ry,2
9321285,390,20,kF1,W70nc,80,w,2020-01-22 07:19:23.645071,2020-01-22 08:01:47.296765,T,W70nc,ndgp,Fl5,T,hfU,Yarrawonga Road,Smith Street,1.01,u,d1ry,2
6257386,390,20,W70nc,W70nc,80,w,2020-01-22 07:19:23.645071,2020-01-22 08:01:47.296765,T,W70nc,ndgp,Fl5,T,hfU,Yarrawonga Road,Smith Street,1.01,u,d1ry,2
3077422,390,80,W70nc,W70nc,80,w,2020-01-22 07:19:23.645071,2020-01-22 08:01:47.296765,T,W70nc,ndgp,Fl5,T,hfU,Yarrawonga Road,Smith Street,1.01,u,d1ry,2
3276025,490,9,pmUs,pmI56uvIdv,97,3G,2023-01-11 10:58:11.495155,2023-01-11 11:55:18.766934,Wtfx,EmUMOCf,IzBeCTbREW0M,3o,tHmLSLOJcqKj8uV,qA0xqRR8,Lowrie Court,Trower Road,0.01,r,O6juSFXtE5ZmT8UfamInakwalJw,3
9803564,490,9,pmUs,pmI56uvIdv,97,3G,2023-01-11 10:58:11.495155,2023-01-11 11:55:18.766934,Wtfx,EmUMOCf,IzBeCTbREW0M,3o,tHmLSLOJcqKj8uV,qA0xqRR8,Lowrie Court,Wagaman Terrace,0.01,r,O6juSFXtE5ZmT8UfamInakwalJw,3
5711160,490,9,pmUs,pmI56uvIdv,9,3G,2023-01-11 10:58:11.495155,2023-01-11 11:55:18.766934,Wtfx,EmUMOCf,IzBeCTbREW0M,3o,tHmLSLOJcqKj8uV,qA0xqRR8,Lowrie Court,Wagaman Terrace,0.01,r,O6juSFXtE5ZmT8UfamInakwalJw,3
5767444,490,9,pmUs,qA0xqRR8,9,3G,2023-01-11 10:58:11.495155,2023-01-11 11:55:18.766934,Wtfx,EmUMOCf,IzBeCTbREW0M,3o,tHmLSLOJcqKj8uV,qA0xqRR8,Lowrie Court,Wagaman Terrace,0.01,r,O6juSFXtE5ZmT8UfamInakwalJw,3
5162400,490,9,pmUs,qA0xqRR8,9,3G,2023-01-11 10:58:11.495155,2023-01-11 11:55:18.766934,Wtfx,EmUMOCf,IzBeCTbREW0M,3o,tHmLSLOJcqKj8uV,qA0xqRR8,Lowrie Court,Wagaman Terrace,0.01,r,Wtfx,3
9691092,490,9,pmUs,qA0xqRR8,9,3G,2023-01-11 10:58:11.495155,2023-01-11 11:55:18.766934,Wtfx,EmUMOCf,IzBeCTbREW0M,3o,tHmLSLOJcqKj8uV,qA0xqRR8,Lowrie Court,Wagaman Terrace,0.01,r,Wtfx,9
2498834,890,48,iv7S1,u5,84,zpnxuD2ZpofmhEnAe,2020-05-16 04:36:54.094300,2020-05-16 05:12:32.157113,mqg5JZx4uV4u4,c,jQt4KnpgE,g,FGcbWKNHLSDBMeonnsrcN1AhPZrMoH4QXrZkn,OGBg,Flynn Circuit,Kalymnos Drive,0.33,8SQgbDyf,nUFWmQof1L8D,2
3004785,890,48,iv7S1,u5,84,zpnxuD2ZpofmhEnAe,2020-05-16 04:36:54.094300,2020-05-16 05:12:32.157113,mqg5JZx4uV4u4,c,jQt4KnpgE,g,FGcbWKNHLSDBMeonnsrcN1AhPZrMoH4QXrZkn,OGBg,Flynn Circuit,Roystonea Avenue,0.33,8SQgbDyf,nUFWmQof1L8D,2
9783383,890,48,iv7S1,g,84,zpnxuD2ZpofmhEnAe,2020-05-16 04:36:54.094300,2020-05-16 05:12:32.157113,mqg5JZx4uV4u4,c,jQt4KnpgE,g,FGcbWKNHLSDBMeonnsrcN1AhPZrMoH4QXrZkn,OGBg,Flynn Circuit,Roystonea Avenue,0.33,8SQgbDyf,nUFWmQof1L8D,2
8079921,890,48,iv7S1,g,84,zpnxuD2ZpofmhEnAe,2020-05-16 04:36:54.094300,2020-05-16 05:12:32.157113,mqg5JZx4uV4u4,8SQgbDyf,jQt4KnpgE,g,FGcbWKNHLSDBMeonnsrcN1AhPZrMoH4QXrZkn,OGBg,Flynn Circuit,Roystonea Avenue,0.33,8SQgbDyf,nUFWmQof1L8D,2
1067056,890,48,iv7S1,g,48,zpnxuD2ZpofmhEnAe,2020-05-16 04:36:54.094300,2020-05-16 05:12:32.157113,mqg5JZx4uV4u4,8SQgbDyf,jQt4KnpgE,g,FGcbWKNHLSDBMeonnsrcN1AhPZrMoH4QXrZkn,OGBg,Flynn Circuit,Roystonea Avenue,0.33,8SQgbDyf,nUFWmQof1L8D,2
7251225,890,48,iv7S1,g,48,zpnxuD2ZpofmhEnAe,2020-05-16 04:36:54.094300,2020-05-16 05:12:32.157113,mqg5JZx4uV4u4,8SQgbDyf,jQt4KnpgE,g,FGcbWKNHLSDBMeonnsrcN1AhPZrMoH4QXrZkn,OGBg,Flynn Circuit,Roystonea Avenue,0.33,mqg5JZx4uV4u4,nUFWmQof1L8D,2
6817736,890,48,iv7S1,g,48,zpnxuD2ZpofmhEnAe,2020-05-16 04:36:54.094300,2020-05-16 05:12:32.157113,mqg5JZx4uV4u4,8SQgbDyf,jQt4KnpgE,g,FGcbWKNHLSDBMeonnsrcN1AhPZrMoH4QXrZkn,zpnxuD2ZpofmhEnAe,Flynn Circuit,Roystonea Avenue,0.33,mqg5JZx4uV4u4,nUFWmQof1L8D,2
1307159,697,86,WG1E2wrn03,mMu,35,f,2024-02-06 21:19:17.615657,2024-02-06 21:41:48.210039,8LlBzo8njm66JcMRvDQ5YbEGvMzw8dqDem,a2,BvP5R2TZ,oPL9x,P,pS,Cavenagh Street,Marina Boulevard,1.5,SErNaWcM,Qitj1B,2
7825248,697,86,WG1E2wrn03,mMu,35,f,2024-02-06 21:19:17.615657,2024-02-06 21:41:48.210039,BvP5R2TZ,a2,BvP5R2TZ,oPL9x,P,pS,Cavenagh Street,Marina Boulevard,1.5,SErNaWcM,Qitj1B,2
2793379,697,86,WG1E2wrn03,mMu,35,f,2024-02-06 21:19:17.615657,2024-02-06 21:41:48.210039,BvP5R2TZ,a2,BvP5R2TZ,oPL9x,mMu,pS,Cavenagh Street,Marina Boulevard,1.5,SErNaWcM,Qitj1B,2
7170627,697,2,WG1E2wrn03,mMu,35,f,2024-02-06 21:19:17.615657,2024-02-06 21:41:48.210039,BvP5R2TZ,a2,BvP5R2TZ,oPL9x,mMu,pS,Cavenagh Street,Marina Boulevard,1.5,SErNaWcM,Qitj1B,2
1762860,697,2,WG1E2wrn03,mMu,35,f,2024-02-06 21:19:17.615657,2024-02-06 21:41:48.210039,BvP5R2TZ,a2,BvP5R2TZ,oPL9x,mMu,pS,Cavenagh Street,Knuckey Street,1.5,SErNaWcM,Qitj1B,2
3527628,697,2,WG1E2wrn03,mMu,35,f,2024-02-06 21:19:17.615657,2024-02-06 21:41:48.210039,WG1E2wrn03,a2,BvP5R2TZ,oPL9x,mMu,pS,Cavenagh Street,Knuckey Street,1.5,SErNaWcM,Qitj1B,2
3282735,19,54,Thc0,a,21,cJ6U3ava6sxhGKKg7CWu4CAbiCxP,2021-03-16 08:18:53.343293,2021-03-16 08:55:48.464946,HXInc,7,WEErbxSAIiE,aaB,0,5JoffDV,Roystonea Avenue,Cox Peninsula Road,0.01,e,kHr7q5lhXT,3
1191362,19,54,Thc0,a,21,cJ6U3ava6sxhGKKg7CWu4CAbiCxP,2021-03-16 08:18:53.343293,2021-03-16 08:55:48.464946,HXInc,7,WEErbxSAIiE,aaB,0,5JoffDV,Roystonea Avenue,Cox Peninsula Road,0.01,e,0,3
1856597,19,54,Thc0,a,21,cJ6U3ava6sxhGKKg7CWu4CAbiCxP,2021-03-16 08:18:53.343293,2021-03-16 08:55:48.464946,HXInc,7,WEErbxSAIiE,aaB,aaB,5JoffDV,Roystonea Avenue,Cox Peninsula Road,0.01,e,0,3
3251634,19,54,Thc0,a,21,cJ6U3ava6sxhGKKg7CWu4CAbiCxP,2021-03-16 08:18:53.343293,2021-03-16 08:55:48.464946,HXInc,7,WEErbxSAIiE,aaB,aaB,5JoffDV,Roystonea Avenue,Woodroffe Avenue,0.01,e,0,3
3691568,19,54,Thc0,a,21,cJ6U3ava6sxhGKKg7CWu4CAbiCxP,2021-03-16 08:18:53.343293,2021-03-16 08:55:48.464946,5JoffDV,7,WEErbxSAIiE,aaB,aaB,5JoffDV,Roystonea Avenue,Woodroffe Avenue,0.01,e,0,3
9138113,19,54,Thc0,a,21,cJ6U3ava6sxhGKKg7CWu4CAbiCxP,2021-03-16 08:18:53.343293,2021-03-16 08:55:48.464946,5JoffDV,7,Thc0,aaB,aaB,5JoffDV,Roystonea Avenue,Woodroffe Avenue,0.01,e,0,3
3005416,972,61,ZVSoh,U0,47,QJ,2021-08-13 15:39:15.950415,2021-08-13 16:34:54.556849,VNA,z,QSg16gUlQscRdI,Zvjm,pe,DXysfFpip,Bradshaw Terrace,Woodroffe Avenue,7352.89,Qeh,WdS22cXbP7yHrPC,4
2811831,972,61,ZVSoh,U0,47,QJ,2021-08-13 15:39:15.950415,2021-08-13 16:34:54.556849,VNA,z,QSg16gUlQscRdI,Zvjm,pe,pe,Bradshaw Terrace,Woodroffe Avenue,7352.89,Qeh,WdS22cXbP7yHrPC,4
3129171,972,61,ZVSoh,U0,47,QJ,2021-08-13 15:39:15.950415,2021-08-13 16:34:54.556849,VNA,z,QSg16gUlQscRdI,Zvjm,pe,pe,Bradshaw Terrace,Hinkler Crescent,7352.89,Qeh,WdS22cXbP7yHrPC,4
2032829,972,61,ZVSoh,U0,47,QSg16gUlQscRdI,2021-08-13 15:39:15.950415,2021-08-13 16:34:54.556849,VNA,z,QSg16gUlQscRdI,Zvjm,pe,pe,Bradshaw Terrace,Hinkler Crescent,7352.89,Qeh,WdS22cXbP7yHrPC,4
2739164,972,61,ZVSoh,U0,47,QSg16gUlQscRdI,2021-08-13 15:39:15.950415,2021-08-13 16:34:54.556849,VNA,z,QSg16gUlQscRdI,WdS22cXbP7yHrPC,pe,pe,Bradshaw Terrace,Hinkler Crescent,7352.89,Qeh,WdS22cXbP7yHrPC,4
8808172,972,61,ZVSoh,U0,47,QSg16gUlQscRdI,2021-08-13 15:39:15.950415,2021-08-13 16:34:54.556849,VNA,WdS22cXbP7yHrPC,QSg16gUlQscRdI,WdS22cXbP7yHrPC,pe,pe,Bradshaw Terrace,Hinkler Crescent,7352.89,Qeh,WdS22cXbP7yHrPC,4
3297274,972,61,ZVSoh,U0,47,QSg16gUlQscRdI,2021-08-13 15:39:15.950415,2021-08-13 16:34:54.556849,VNA,ZVSoh,QSg16gUlQscRdI,WdS22cXbP7yHrPC,pe,pe,Bradshaw Terrace,Hinkler Crescent,7352.89,Qeh,WdS22cXbP7yHrPC,4
5341103,570,81,s4S,QrR,65,PqVtGL,2022-04-14 21:57:48.769401,2022-04-14 22:10:56.744078,RZxhA,k,J,jww,4i,v,Lowrie Court,Caryota Court,0.5,pjHVEivF2eOhKfjv3G,O33P0,9
9704033,570,81,s4S,QrR,65,PqVtGL,2022-04-14 21:57:48.769401,2022-04-14 22:10:56.744078,RZxhA,k,J,jww,4i,v,Lowrie Court,Caryota Court,0.5,J,O33P0,9
6480541,570,81,s4S,QrR,65,PqVtGL,2022-04-14 21:57:48.769401,2022-04-14 22:10:56.744078,RZxhA,k,J,jww,4i,QrR,Lowrie Court,Caryota Court,0.5,J,O33P0,9
5972254,570,81,s4S,QrR,65,PqVtGL,2022-04-14 21:57:48.769401,2022-04-14 22:10:56.744078,RZxhA,k,J,jww,jww,QrR,Lowrie Court,Caryota Court,0.5,J,O33P0,9
4257903,570,81,s4S,QrR,65,PqVtGL,2022-04-14 21:57:48.769401,2022-04-14 22:10:56.744078,RZxhA,k,J,jww,jww,s4S,Lowrie Court,Caryota Court,0.5,J,O33P0,9
3416130,570,81,s4S,QrR,65,PqVtGL,2022-04-14 21:57:48.769401,2022-04-14 22:10:56.744078,RZxhA,k,J,jww,jww,s4S,Lowrie Court,Caryota Court,0.5,QrR,O33P0,9
5894599,570,81,QrR,QrR,65,PqVtGL,2022-04-14 21:57:48.769401,2022-04-14 22:10:56.744078,RZxhA,k,J,jww,jww,s4S,Lowrie Court,Caryota Court,0.5,QrR,O33P0,9
4280200,17,63,jr1ZX3i,Dr,60,Dg,2022-11-10 10:32:58.966507,2022-11-10 11:01:53.272077,e4,YZ,dT98IV8T0AhOX,8GSzUxo,hPW7CgoziU,5,Anzac Parade,Calytrix Road,1.1,QvuJsPHqg,10R,4
1396371,17,63,jr1ZX3i,Dr,60,Dg,2022-11-10 10:32:58.966507,2022-11-10 11:01:53.272077,e4,YZ,dT98IV8T0AhOX,dT98IV8T0AhOX,hPW7CgoziU,5,Anzac Parade,Calytrix Road,1.1,QvuJsPHqg,10R,4
1050154,17,63,jr1ZX3i,Dr,60,Dg,2022-11-10 10:32:58.966507,2022-11-10 11:01:53.272077,e4,YZ,dT98IV8T0AhOX,dT98IV8T0AhOX,e4,5,Anzac Parade,Calytrix Road,1.1,QvuJsPHqg,10R,4
2020551,17,63,jr1ZX3i,Dr,60,e4,2022-11-10 10:32:58.966507,2022-11-10 11:01:53.272077,e4,YZ,dT98IV8T0AhOX,dT98IV8T0AhOX,e4,5,Anzac Parade,Calytrix Road,1.1,QvuJsPHqg,10R,4
4257181,17,63,jr1ZX3i,Dr,60,e4,2022-11-10 10:32:58.966507,2022-11-10 11:01:53.272077,e4,YZ,dT98IV8T0AhOX,dT98IV8T0AhOX,e4,5,Angelo Street,Calytrix Road,1.1,QvuJsPHqg,10R,4
5527569,828,99,OtVE,ysu4r,10,JWI,2020-04-05 08:42:47.135847,2020-04-05 09:14:35.946119,m,R,HO,b,D,fQ,Strangways Road,Berrimah Road,9999.0,icqOmHIBqU6kRh5,7oSVWJVF40N8IHQk2tM5ukP5WsXGfRhBW1PO4,7
6016214,828,99,OtVE,ysu4r,10,JWI,2020-04-05 08:42:47.135847,2020-04-05 09:14:35.946119,m,R,HO,b,D,fQ,Berrimah Road,Pandanus Street,9999.0,icqOmHIBqU6kRh5,7oSVWJVF40N8IHQk2tM5ukP5WsXGfRhBW1PO4,7
6974326,828,99,OtVE,ysu4r,10,R,2020-04-05 08:42:47.135847,2020-04-05 09:14:35.946119,m,R,HO,b,D,fQ,Berrimah Road,Pandanus Street,9999.0,icqOmHIBqU6kRh5,7oSVWJVF40N8IHQk2tM5ukP5WsXGfRhBW1PO4,7
3817285,828,99,OtVE,ysu4r,10,R,2020-04-05 08:42:47.135847,2020-04-05 09:14:35.946119,R,R,HO,b,D,fQ,Berrimah Road,Pandanus Street,9999.0,icqOmHIBqU6kRh5,7oSVWJVF40N8IHQk2tM5ukP5WsXGfRhBW1PO4,7
7037834,828,10,OtVE,ysu4r,10,R,2020-04-05 08:42:47.135847,2020-04-05 09:14:35.946119,R,R,HO,b,D,fQ,Berrimah Road,Pandanus Street,9999.0,icqOmHIBqU6kRh5,7oSVWJVF40N8IHQk2tM5ukP5WsXGfRhBW1PO4,7
1863258,828,10,OtVE,HO,10,R,2020-04-05 08:42:47.135847,2020-04-05 09:14:35.946119,R,R,HO,b,D,fQ,Berrimah Road,Pandanus Street,9999.0,icqOmHIBqU6kRh5,7oSVWJVF40N8IHQk2tM5ukP5WsXGfRhBW1PO4,7
7741713,140,64,jkxXoFUaO,qL,52,Aa,2022-04-11 22:07:54.963341,2022-04-11 22:11:05.232938,335JtRVa,qFmpJA7lpY,b,VNm4,P28hd,ksycT7MZQIMPHlDXftIM,Knuckey Street,Lindsey Street,6225.03,rjnd4,pdLY,3
6008690,140,64,jkxXoFUaO,qL,52,Aa,2022-04-11 22:07:54.963341,2022-04-11 22:11:05.232938,335JtRVa,qFmpJA7lpY,b,VNm4,P28hd,ksycT7MZQIMPHlDXftIM,Victoria Drive,Lindsey Street,6225.03,rjnd4,pdLY,3
1207736,140,64,jkxXoFUaO,b,52,Aa,2022-04-11 22:07:54.963341,2022-04-11 22:11:05.232938,335JtRVa,qFmpJA7lpY,b,VNm4,P28hd,ksycT7MZQIMPHlDXftIM,Victoria Drive,Lindsey Street,6225.03,rjnd4,pdLY,3
3993287,140,64,jkxXoFUaO,b,52,Aa,2022-04-11 22:07:54.963341,2022-04-11 22:11:05.232938,335JtRVa,qFmpJA7lpY,b,VNm4,P28hd,ksycT7MZQIMPHlDXftIM,Victoria Drive,Lindsey Street,6225.03,ksycT7MZQIMPHlDXftIM,pdLY,3
3024039,140,64,jkxXoFUaO,b,52,Aa,2022-04-11 22:07:54.963341,2022-04-11 22:11:05.232938,335JtRVa,qFmpJA7lpY,b,b,P28hd,ksycT7MZQIMPHlDXftIM,Victoria Drive,Lindsey Street,6225.03,ksycT7MZQIMPHlDXftIM,pdLY,3
8477906,140,64,jkxXoFUaO,b,52,Aa,2022-04-11 22:07:54.963341,2022-04-11 22:11:05.232938,335JtRVa,qFmpJA7lpY,b,b,ksycT7MZQIMPHlDXftIM,ksycT7MZQIMPHlDXftIM,Victoria Drive,Lindsey Street,6225.03,ksycT7MZQIMPHlDXftIM,pdLY,3
4136532,685,98,RV,s33Gs,1,hZ4ht59I,2023-10-20 18:59:39.931998,2023-10-20 19:13:08.538077,loDxg,75KP,SvPi1F9bz,ZSQ,db11Gv87efBCR8,zLq0zv0cxYhWptk6widbb5k7,Cavenagh Street,Lowrie Court,1.5,AkkB0,M,7
7768316,685,98,RV,s33Gs,1,hZ4ht59I,2023-10-20 18:59:39.931998,2023-10-20 19:13:08.538077,loDxg,75KP,SvPi1F9bz,ZSQ,db11Gv87efBCR8,zLq0zv0cxYhWptk6widbb5k7,Moil Crescent,Lowrie Court,1.5,AkkB0,M,7
9527463,685,98,RV,s33Gs,1,hZ4ht59I,2023-10-20 18:59:39.931998,2023-10-20 19:13:08.538077,loDxg,75KP,SvPi1F9bz,ZSQ,db11Gv87efBCR8,zLq0zv0cxYhWptk6widbb5k7,Moil Crescent,Lowrie Court,1.5,hZ4ht59I,M,7
9554112,685,98,RV,s33Gs,1,hZ4ht59I,2023-10-20 18:59:39.931998,2023-10-20 19:13:08.538077,s33Gs,75KP,SvPi1F9bz,ZSQ,db11Gv87efBCR8,zLq0zv0cxYhWptk6widbb5k7,Moil Crescent,Lowrie Court,1.5,hZ4ht59I,M,7
3024848,685,98,RV,s33Gs,7,hZ4ht59I,2023-10-20 18:59:39.931998,2023-10-20 19:13:08.538077,s33Gs,75KP,SvPi1F9bz,ZSQ,db11Gv87efBCR8,zLq0zv0cxYhWptk6widbb5k7,Moil Crescent,Lowrie Court,1.5,hZ4ht59I,M,7
8577112,344,57,u2URtLL,PN5C04x,61,ldP,2023-07-25 00:59:46.362598,2023-07-25 01:09:33.613419,IpQBf7hLmK,ly,KxM,Ti,1K,Sx1W7BGhNb,Cavenagh Street,Marina Boulevard,0.01,M,e,8
4594088,344,57,u2URtLL,PN5C04x,61,ldP,2023-07-25 00:59:46.362598,2023-07-25 01:09:33.613419,IpQBf7hLmK,ly,KxM,Ti,1K,Sx1W7BGhNb,Cavenagh Street,Knuckey Street,0.01,M,e,8
6113083,344,8,u2URtLL,PN5C04x,61,ldP,2023-07-25 00:59:46.362598,2023-07-25 01:09:33.613419,IpQBf7hLmK,ly,KxM,Ti,1K,Sx1W7BGhNb,Cavenagh Street,Knuckey Street,0.01,M,e,8
6734433,344,8,u2URtLL,PN5C04x,8,ldP,2023-07-25 00:59:46.362598,2023-07-25 01:09:33.613419,IpQBf7hLmK,ly,KxM,Ti,1K,Sx1W7BGhNb,Cavenagh Street,Knuckey Street,0.01,M,e,8
8145229,344,8,u2URtLL,PN5C04x,8,PN5C04x,2023-07-25 00:59:46.362598,2023-07-25 01:09:33.613419,IpQBf7hLmK,ly,KxM,Ti,1K,Sx1W7BGhNb,Cavenagh Street,Knuckey Street,0.01,M,e,8
4242357,344,8,u2URtLL,PN5C04x,8,PN5C04x,2023-07-25 00:59:46.362598,2023-07-25 01:09:33.613419,IpQBf7hLmK,ly,KxM,Ti,1K,Sx1W7BGhNb,Cavenagh Street,Knuckey Street,0.01,PN5C04x,e,8
7829039,311,67,Kotc0pB8Wf9tnOVuifd,4e,95,X8go9Au3A5,2024-10-11 14:19:04.812189,2024-10-11 14:54:20.011619,K,t,upEKz2HFT,PqsS4q,an,1JXoM5w,Victoria Drive,Cavenagh Street,1.01,of,Ffw8,9
8367141,311,67,Kotc0pB8Wf9tnOVuifd,4e,95,X8go9Au3A5,2024-10-11 14:19:04.812189,2024-10-11 14:54:20.011619,K,t,upEKz2HFT,PqsS4q,an,K,Victoria Drive,Cavenagh Street,1.01,of,Ffw8,9
6464994,311,67,Kotc0pB8Wf9tnOVuifd,4e,95,X8go9Au3A5,2024-10-11 14:19:04.812189,2024-10-11 14:54:20.011619,K,t,upEKz2HFT,PqsS4q,an,upEKz2HFT,Victoria Drive,Cavenagh Street,1.01,of,Ffw8,9
1545584,311,67,Kotc0pB8Wf9tnOVuifd,4e,95,X8go9Au3A5,2024-10-11 14:19:04.812189,2024-10-11 14:54:20.011619,K,t,upEKz2HFT,PqsS4q,Kotc0pB8Wf9tnOVuifd,upEKz2HFT,Victoria Drive,Cavenagh Street,1.01,of,Ffw8,9
8857850,943,40,3wl,d,58,JgE,2022-06-08 03:48:55.185207,2022-06-08 04:15:07.051881,jacT,n,7,1,VPc9,r2,Trower Road,Kilfoyle Crescent,0.33,x,5n,9
4945848,943,40,3wl,d,58,JgE,2022-06-08 03:48:55.185207,2022-06-08 04:15:07.051881,jacT,n,7,1,VPc9,r2,Trower Road,Bradshaw Terrace,0.33,x,5n,9
6562954,943,40,3wl,d,58,JgE,2022-06-08 03:48:55.185207,2022-06-08 04:15:07.051881,jacT,VPc9,7,1,VPc9,r2,Trower Road,Bradshaw Terrace,0.33,x,5n,9
2912584,943,40,3wl,d,40,JgE,2022-06-08 03:48:55.185207,2022-06-08 04:15:07.051881,jacT,VPc9,7,1,VPc9,r2,Trower Road,Bradshaw Terrace,0.33,x,5n,9
7782791,943,40,3wl,d,40,JgE,2022-06-08 03:48:55.185207,2022-06-08 04:15:07.051881,jacT,VPc9,7,jacT,VPc9,r2,Trower Road,Bradshaw Terrace,0.33,x,5n,9
8846257,693,11,bS,Vn6SMLrVkUTsHQq,2,zHQ,2021-12-03 15:24:17.641315,2021-12-03 15:49:34.647277,mv5,m,p,IbSx,mF,xg,Larrakeyah PS Carpark,Mitchell Street,0.01,rYb,GyNViq,6
8956486,693,11,bS,Vn6SMLrVkUTsHQq,2,zHQ,2021-12-03 15:24:17.641315,2021-12-03 15:49:34.647277,mv5,m,p,IbSx,mF,xg,Larrakeyah PS Carpark,Mitchell Street,0.01,rYb,GyNViq,2
5494482,693,2,bS,Vn6SMLrVkUTsHQq,2,zHQ,2021-12-03 15:24:17.641315,2021-12-03 15:49:34.647277,mv5,m,p,IbSx,mF,xg,Larrakeyah PS Carpark,Mitchell Street,0.01,rYb,GyNViq,2
7941386,1,1,0,0,1,0,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,0,0,0,0,0,0,Lee Point Road,Ross Smith Avenue,0.01,0,0,1
9805250,1,1,0,0,1,0,2020-01-01 00:00:00.000000,2020-01-01 00:02:00.000000,0,0,0,0,0,0,Lee Point Road,Ross Smith Avenue,1.0,0,0,1
5852872,345,71,1LELMPJopiX,RKunsMXJeke,84,GsdwOnTYMdDmesMw2nP,2023-04-29 18:34:18.864262,2023-04-29 19:30:54.884004,nIcV,d,eb6SYJ,6f,FffB8hDg,Cf1FmJkDK,Kerinauia Drive,Moil Crescent,1.0,dTQZJja,v,3
